SKU,Nazwa produktu,Kategoria,Data,Ilość wydana,Wartość jednostkowa
SKU-0147,Klocki konstrukcyjne Classic,Zabawki,2025-08-01,1,146.74
SKU-0147,Klocki konstrukcyjne Classic,Zabawki,2025-09-01,0,148.61
SKU-0147,Klocki konstrukcyjne Classic,Zabawki,2025-10-01,2,142.33
SKU-0147,Klocki konstrukcyjne Classic,Zabawki,2025-11-01,3,146.39
SKU-0147,Klocki konstrukcyjne Classic,Zabawki,2025-12-01,0,145.34
SKU-0147,Klocki konstrukcyjne Classic,Zabawki,2026-01-01,2,147.59
SKU-0147,Klocki konstrukcyjne Classic,Zabawki,2026-02-01,2,147.4
SKU-0147,Klocki konstrukcyjne Classic,Zabawki,2026-03-01,0,151.74
SKU-0147,Klocki konstrukcyjne Classic,Zabawki,2026-04-01,1,145.25
SKU-0147,Klocki konstrukcyjne Classic,Zabawki,2026-05-01,0,145.29
SKU-0147,Klocki konstrukcyjne Classic,Zabawki,2026-06-01,1,143.14
SKU-0147,Klocki konstrukcyjne Classic,Zabawki,2026-07-01,0,150.17
SKU-0148,Bluza z kapturem,Odzież,2024-08-01,0,102.75
SKU-0148,Bluza z kapturem,Odzież,2024-09-01,0,110.6
SKU-0148,Bluza z kapturem,Odzież,2024-10-01,6,102.59
SKU-0148,Bluza z kapturem,Odzież,2024-11-01,2,103.54
SKU-0148,Bluza z kapturem,Odzież,2024-12-01,2,110.55
SKU-0148,Bluza z kapturem,Odzież,2025-01-01,4,106.35
SKU-0148,Bluza z kapturem,Odzież,2025-02-01,2,109.44
SKU-0148,Bluza z kapturem,Odzież,2025-03-01,0,105.61
SKU-0148,Bluza z kapturem,Odzież,2025-04-01,0,109.29
SKU-0148,Bluza z kapturem,Odzież,2025-05-01,2,102.48
SKU-0148,Bluza z kapturem,Odzież,2025-06-01,14,107.8
SKU-0148,Bluza z kapturem,Odzież,2025-07-01,10,107.43
SKU-0148,Bluza z kapturem,Odzież,2025-08-01,3,105.66
SKU-0148,Bluza z kapturem,Odzież,2025-09-01,4,103.8
SKU-0148,Bluza z kapturem,Odzież,2025-10-01,2,103.38
SKU-0148,Bluza z kapturem,Odzież,2025-11-01,1,105.06
SKU-0148,Bluza z kapturem,Odzież,2025-12-01,4,112.4
SKU-0148,Bluza z kapturem,Odzież,2026-01-01,8,103.7
SKU-0148,Bluza z kapturem,Odzież,2026-02-01,4,102.55
SKU-0148,Bluza z kapturem,Odzież,2026-03-01,0,111.92
SKU-0148,Bluza z kapturem,Odzież,2026-04-01,3,108.75
SKU-0148,Bluza z kapturem,Odzież,2026-05-01,8,106.96
SKU-0148,Bluza z kapturem,Odzież,2026-06-01,4,108.29
SKU-0148,Bluza z kapturem,Odzież,2026-07-01,0,113.03
SKU-0149,Młotek stolarski Plus,Narzędzia,2024-08-01,137,207.13
SKU-0149,Młotek stolarski Plus,Narzędzia,2024-09-01,143,211.97
SKU-0149,Młotek stolarski Plus,Narzędzia,2024-10-01,185,196.56
SKU-0149,Młotek stolarski Plus,Narzędzia,2024-11-01,164,214.29
SKU-0149,Młotek stolarski Plus,Narzędzia,2024-12-01,163,203.33
SKU-0149,Młotek stolarski Plus,Narzędzia,2025-01-01,163,216.3
SKU-0149,Młotek stolarski Plus,Narzędzia,2025-02-01,190,211.28
SKU-0149,Młotek stolarski Plus,Narzędzia,2025-03-01,130,196.39
SKU-0149,Młotek stolarski Plus,Narzędzia,2025-04-01,188,215.77
SKU-0149,Młotek stolarski Plus,Narzędzia,2025-05-01,172,208.01
SKU-0149,Młotek stolarski Plus,Narzędzia,2025-06-01,195,207.15
SKU-0149,Młotek stolarski Plus,Narzędzia,2025-07-01,173,215.15
SKU-0149,Młotek stolarski Plus,Narzędzia,2025-08-01,150,209.95
SKU-0149,Młotek stolarski Plus,Narzędzia,2025-09-01,174,213.31
SKU-0149,Młotek stolarski Plus,Narzędzia,2025-10-01,176,211.12
SKU-0149,Młotek stolarski Plus,Narzędzia,2025-11-01,185,212.74
SKU-0149,Młotek stolarski Plus,Narzędzia,2025-12-01,200,213.13
SKU-0149,Młotek stolarski Plus,Narzędzia,2026-01-01,190,216.07
SKU-0149,Młotek stolarski Plus,Narzędzia,2026-02-01,203,200.98
SKU-0149,Młotek stolarski Plus,Narzędzia,2026-03-01,178,205.19
SKU-0149,Młotek stolarski Plus,Narzędzia,2026-04-01,173,206.82
SKU-0149,Młotek stolarski Plus,Narzędzia,2026-05-01,194,196.07
SKU-0149,Młotek stolarski Plus,Narzędzia,2026-06-01,190,198.76
SKU-0149,Młotek stolarski Plus,Narzędzia,2026-07-01,195,210.33
SKU-0150,Wąż ogrodowy 20m,Ogród,2024-08-01,24,323.15
SKU-0150,Wąż ogrodowy 20m,Ogród,2024-09-01,23,320.2
SKU-0150,Wąż ogrodowy 20m,Ogród,2024-10-01,22,330.92
SKU-0150,Wąż ogrodowy 20m,Ogród,2024-11-01,27,317.32
SKU-0150,Wąż ogrodowy 20m,Ogród,2024-12-01,23,325.09
SKU-0150,Wąż ogrodowy 20m,Ogród,2025-01-01,22,331.77
SKU-0150,Wąż ogrodowy 20m,Ogród,2025-02-01,21,329.94
SKU-0150,Wąż ogrodowy 20m,Ogród,2025-03-01,27,312.73
SKU-0150,Wąż ogrodowy 20m,Ogród,2025-04-01,26,328.45
SKU-0150,Wąż ogrodowy 20m,Ogród,2025-05-01,24,333.57
SKU-0150,Wąż ogrodowy 20m,Ogród,2025-06-01,26,328.66
SKU-0150,Wąż ogrodowy 20m,Ogród,2025-07-01,22,307.79
SKU-0150,Wąż ogrodowy 20m,Ogród,2025-08-01,24,319.95
SKU-0150,Wąż ogrodowy 20m,Ogród,2025-09-01,31,319.81
SKU-0150,Wąż ogrodowy 20m,Ogród,2025-10-01,31,325.98
SKU-0150,Wąż ogrodowy 20m,Ogród,2025-11-01,27,336.43
SKU-0150,Wąż ogrodowy 20m,Ogród,2025-12-01,27,321.45
SKU-0150,Wąż ogrodowy 20m,Ogród,2026-01-01,30,335.1
SKU-0150,Wąż ogrodowy 20m,Ogród,2026-02-01,27,336.09
SKU-0150,Wąż ogrodowy 20m,Ogród,2026-03-01,28,321.49
SKU-0150,Wąż ogrodowy 20m,Ogród,2026-04-01,25,320.05
SKU-0150,Wąż ogrodowy 20m,Ogród,2026-05-01,29,311.58
SKU-0150,Wąż ogrodowy 20m,Ogród,2026-06-01,31,322.74
SKU-0150,Wąż ogrodowy 20m,Ogród,2026-07-01,31,308.64
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2024-08-01,0,77.32
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2024-09-01,0,73.6
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2024-10-01,1,76.62
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2024-11-01,2,79.64
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2024-12-01,2,74.73
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2025-01-01,2,76.2
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2025-02-01,2,76.54
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2025-03-01,1,75.28
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2025-04-01,1,78.52
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2025-05-01,1,74.23
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2025-06-01,0,80.33
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2025-07-01,0,76.07
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2025-08-01,0,73.84
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2025-09-01,1,75.24
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2025-10-01,1,79.09
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2025-11-01,2,75.67
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2025-12-01,2,73.49
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2026-01-01,2,78.63
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2026-02-01,1,77.31
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2026-03-01,1,76.47
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2026-04-01,1,76.97
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2026-05-01,1,74.26
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2026-06-01,0,75.33
SKU-0151,Rower stacjonarny Premium,Sport i rekreacja,2026-07-01,0,75.56
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2024-08-01,16,3.61
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2024-09-01,20,3.64
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2024-10-01,20,3.48
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2024-11-01,22,3.57
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2024-12-01,20,3.61
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2025-01-01,23,3.37
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2025-02-01,20,3.54
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2025-03-01,19,3.42
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2025-04-01,19,3.64
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2025-05-01,18,3.59
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2025-06-01,18,3.64
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2025-07-01,16,3.62
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2025-08-01,20,3.47
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2025-09-01,18,3.68
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2025-10-01,23,3.51
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2025-11-01,23,3.49
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2025-12-01,23,3.57
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2026-01-01,24,3.55
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2026-02-01,23,3.52
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2026-03-01,20,3.62
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2026-04-01,23,3.58
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2026-05-01,19,3.5
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2026-06-01,19,3.59
SKU-0152,Płatki śniadaniowe Mini,Spożywcze,2026-07-01,19,3.56
SKU-0153,Poziomica 60cm Classic,Narzędzia,2024-08-01,2,431.34
SKU-0153,Poziomica 60cm Classic,Narzędzia,2024-09-01,0,423.57
SKU-0153,Poziomica 60cm Classic,Narzędzia,2024-10-01,2,429.05
SKU-0153,Poziomica 60cm Classic,Narzędzia,2024-11-01,1,413.96
SKU-0153,Poziomica 60cm Classic,Narzędzia,2024-12-01,1,414.65
SKU-0153,Poziomica 60cm Classic,Narzędzia,2025-01-01,2,423.58
SKU-0153,Poziomica 60cm Classic,Narzędzia,2025-02-01,3,426.05
SKU-0153,Poziomica 60cm Classic,Narzędzia,2025-03-01,0,429.97
SKU-0153,Poziomica 60cm Classic,Narzędzia,2025-04-01,4,409.98
SKU-0153,Poziomica 60cm Classic,Narzędzia,2025-05-01,0,411.31
SKU-0153,Poziomica 60cm Classic,Narzędzia,2025-06-01,4,446.82
SKU-0153,Poziomica 60cm Classic,Narzędzia,2025-07-01,0,426.87
SKU-0153,Poziomica 60cm Classic,Narzędzia,2025-08-01,1,440.86
SKU-0153,Poziomica 60cm Classic,Narzędzia,2025-09-01,3,409.2
SKU-0153,Poziomica 60cm Classic,Narzędzia,2025-10-01,3,447.32
SKU-0153,Poziomica 60cm Classic,Narzędzia,2025-11-01,0,434.52
SKU-0153,Poziomica 60cm Classic,Narzędzia,2025-12-01,1,435.06
SKU-0153,Poziomica 60cm Classic,Narzędzia,2026-01-01,0,420.6
SKU-0153,Poziomica 60cm Classic,Narzędzia,2026-02-01,1,423.57
SKU-0153,Poziomica 60cm Classic,Narzędzia,2026-03-01,0,451.22
SKU-0153,Poziomica 60cm Classic,Narzędzia,2026-04-01,0,420.61
SKU-0153,Poziomica 60cm Classic,Narzędzia,2026-05-01,0,444.09
SKU-0153,Poziomica 60cm Classic,Narzędzia,2026-06-01,2,451.84
SKU-0153,Poziomica 60cm Classic,Narzędzia,2026-07-01,7,441.61
SKU-0154,Projektor LED Mini,RTV,2024-08-01,20,230.04
SKU-0154,Projektor LED Mini,RTV,2024-09-01,20,241.17
SKU-0154,Projektor LED Mini,RTV,2024-10-01,21,232.94
SKU-0154,Projektor LED Mini,RTV,2024-11-01,17,237.58
SKU-0154,Projektor LED Mini,RTV,2024-12-01,18,228.81
SKU-0154,Projektor LED Mini,RTV,2025-01-01,14,229.69
SKU-0154,Projektor LED Mini,RTV,2025-02-01,19,227.62
SKU-0154,Projektor LED Mini,RTV,2025-03-01,17,232.27
SKU-0154,Projektor LED Mini,RTV,2025-04-01,17,231.9
SKU-0154,Projektor LED Mini,RTV,2025-05-01,17,226.92
SKU-0154,Projektor LED Mini,RTV,2025-06-01,18,241.0
SKU-0154,Projektor LED Mini,RTV,2025-07-01,21,237.15
SKU-0154,Projektor LED Mini,RTV,2025-08-01,21,226.79
SKU-0154,Projektor LED Mini,RTV,2025-09-01,19,230.8
SKU-0154,Projektor LED Mini,RTV,2025-10-01,21,246.67
SKU-0154,Projektor LED Mini,RTV,2025-11-01,19,237.91
SKU-0154,Projektor LED Mini,RTV,2025-12-01,21,229.59
SKU-0154,Projektor LED Mini,RTV,2026-01-01,24,234.55
SKU-0154,Projektor LED Mini,RTV,2026-02-01,20,227.14
SKU-0154,Projektor LED Mini,RTV,2026-03-01,19,237.73
SKU-0154,Projektor LED Mini,RTV,2026-04-01,22,227.36
SKU-0154,Projektor LED Mini,RTV,2026-05-01,21,234.68
SKU-0154,Projektor LED Mini,RTV,2026-06-01,19,246.19
SKU-0154,Projektor LED Mini,RTV,2026-07-01,19,239.72
SKU-0155,Taśma LED RGB,Oświetlenie,2024-08-01,2,80.81
SKU-0155,Taśma LED RGB,Oświetlenie,2024-09-01,2,81.78
SKU-0155,Taśma LED RGB,Oświetlenie,2024-10-01,1,81.5
SKU-0155,Taśma LED RGB,Oświetlenie,2024-11-01,1,84.84
SKU-0155,Taśma LED RGB,Oświetlenie,2024-12-01,0,79.21
SKU-0155,Taśma LED RGB,Oświetlenie,2025-01-01,0,79.3
SKU-0155,Taśma LED RGB,Oświetlenie,2025-02-01,0,83.24
SKU-0155,Taśma LED RGB,Oświetlenie,2025-03-01,0,84.59
SKU-0155,Taśma LED RGB,Oświetlenie,2025-04-01,1,82.3
SKU-0155,Taśma LED RGB,Oświetlenie,2025-05-01,2,83.85
SKU-0155,Taśma LED RGB,Oświetlenie,2025-06-01,2,79.51
SKU-0155,Taśma LED RGB,Oświetlenie,2025-07-01,4,82.1
SKU-0155,Taśma LED RGB,Oświetlenie,2025-08-01,2,82.03
SKU-0155,Taśma LED RGB,Oświetlenie,2025-09-01,2,83.2
SKU-0155,Taśma LED RGB,Oświetlenie,2025-10-01,2,82.37
SKU-0155,Taśma LED RGB,Oświetlenie,2025-11-01,1,84.91
SKU-0155,Taśma LED RGB,Oświetlenie,2025-12-01,1,83.11
SKU-0155,Taśma LED RGB,Oświetlenie,2026-01-01,0,84.32
SKU-0155,Taśma LED RGB,Oświetlenie,2026-02-01,0,82.7
SKU-0155,Taśma LED RGB,Oświetlenie,2026-03-01,1,83.47
SKU-0155,Taśma LED RGB,Oświetlenie,2026-04-01,1,80.27
SKU-0155,Taśma LED RGB,Oświetlenie,2026-05-01,2,80.98
SKU-0155,Taśma LED RGB,Oświetlenie,2026-06-01,2,77.71
SKU-0155,Taśma LED RGB,Oświetlenie,2026-07-01,2,84.65
SKU-0156,Robot kuchenny,AGD,2024-08-01,0,303.51
SKU-0156,Robot kuchenny,AGD,2024-09-01,0,314.52
SKU-0156,Robot kuchenny,AGD,2024-10-01,2,324.07
SKU-0156,Robot kuchenny,AGD,2024-11-01,3,313.49
SKU-0156,Robot kuchenny,AGD,2024-12-01,3,311.46
SKU-0156,Robot kuchenny,AGD,2025-01-01,6,325.47
SKU-0156,Robot kuchenny,AGD,2025-02-01,8,322.27
SKU-0156,Robot kuchenny,AGD,2025-03-01,7,304.61
SKU-0156,Robot kuchenny,AGD,2025-04-01,4,308.51
SKU-0156,Robot kuchenny,AGD,2025-05-01,3,296.34
SKU-0156,Robot kuchenny,AGD,2025-06-01,2,313.83
SKU-0156,Robot kuchenny,AGD,2025-07-01,1,315.64
SKU-0156,Robot kuchenny,AGD,2025-08-01,0,324.87
SKU-0156,Robot kuchenny,AGD,2025-09-01,0,320.1
SKU-0156,Robot kuchenny,AGD,2025-10-01,1,306.19
SKU-0156,Robot kuchenny,AGD,2025-11-01,3,297.77
SKU-0156,Robot kuchenny,AGD,2025-12-01,4,308.76
SKU-0156,Robot kuchenny,AGD,2026-01-01,7,315.71
SKU-0156,Robot kuchenny,AGD,2026-02-01,6,316.7
SKU-0156,Robot kuchenny,AGD,2026-03-01,8,318.7
SKU-0156,Robot kuchenny,AGD,2026-04-01,4,306.29
SKU-0156,Robot kuchenny,AGD,2026-05-01,4,322.54
SKU-0156,Robot kuchenny,AGD,2026-06-01,2,304.09
SKU-0156,Robot kuchenny,AGD,2026-07-01,1,324.24
SKU-0157,Klapki basenowe Premium,Obuwie,2024-08-01,19,51.2
SKU-0157,Klapki basenowe Premium,Obuwie,2024-09-01,18,49.31
SKU-0157,Klapki basenowe Premium,Obuwie,2024-10-01,20,50.59
SKU-0157,Klapki basenowe Premium,Obuwie,2024-11-01,18,47.95
SKU-0157,Klapki basenowe Premium,Obuwie,2024-12-01,19,48.43
SKU-0157,Klapki basenowe Premium,Obuwie,2025-01-01,21,48.6
SKU-0157,Klapki basenowe Premium,Obuwie,2025-02-01,19,49.95
SKU-0157,Klapki basenowe Premium,Obuwie,2025-03-01,19,48.71
SKU-0157,Klapki basenowe Premium,Obuwie,2025-04-01,23,49.18
SKU-0157,Klapki basenowe Premium,Obuwie,2025-05-01,22,48.95
SKU-0157,Klapki basenowe Premium,Obuwie,2025-06-01,22,50.71
SKU-0157,Klapki basenowe Premium,Obuwie,2025-07-01,18,49.99
SKU-0157,Klapki basenowe Premium,Obuwie,2025-08-01,18,48.6
SKU-0157,Klapki basenowe Premium,Obuwie,2025-09-01,19,52.05
SKU-0157,Klapki basenowe Premium,Obuwie,2025-10-01,21,47.49
SKU-0157,Klapki basenowe Premium,Obuwie,2025-11-01,20,47.36
SKU-0157,Klapki basenowe Premium,Obuwie,2025-12-01,19,50.15
SKU-0157,Klapki basenowe Premium,Obuwie,2026-01-01,20,48.88
SKU-0157,Klapki basenowe Premium,Obuwie,2026-02-01,18,48.97
SKU-0157,Klapki basenowe Premium,Obuwie,2026-03-01,21,48.37
SKU-0157,Klapki basenowe Premium,Obuwie,2026-04-01,21,49.56
SKU-0157,Klapki basenowe Premium,Obuwie,2026-05-01,22,47.29
SKU-0157,Klapki basenowe Premium,Obuwie,2026-06-01,21,51.25
SKU-0157,Klapki basenowe Premium,Obuwie,2026-07-01,23,48.65
SKU-0158,Szafka nocna Pro,Meble,2024-08-01,1,955.67
SKU-0158,Szafka nocna Pro,Meble,2024-09-01,1,975.16
SKU-0158,Szafka nocna Pro,Meble,2024-10-01,1,904.03
SKU-0158,Szafka nocna Pro,Meble,2024-11-01,1,947.81
SKU-0158,Szafka nocna Pro,Meble,2024-12-01,1,964.43
SKU-0158,Szafka nocna Pro,Meble,2025-01-01,1,973.14
SKU-0158,Szafka nocna Pro,Meble,2025-02-01,1,914.24
SKU-0158,Szafka nocna Pro,Meble,2025-03-01,1,934.69
SKU-0158,Szafka nocna Pro,Meble,2025-04-01,1,898.74
SKU-0158,Szafka nocna Pro,Meble,2025-05-01,1,977.03
SKU-0158,Szafka nocna Pro,Meble,2025-06-01,1,984.8
SKU-0158,Szafka nocna Pro,Meble,2025-07-01,1,975.91
SKU-0158,Szafka nocna Pro,Meble,2025-08-01,1,913.81
SKU-0158,Szafka nocna Pro,Meble,2025-09-01,1,969.66
SKU-0158,Szafka nocna Pro,Meble,2025-10-01,1,904.41
SKU-0158,Szafka nocna Pro,Meble,2025-11-01,1,931.56
SKU-0158,Szafka nocna Pro,Meble,2025-12-01,2,989.62
SKU-0158,Szafka nocna Pro,Meble,2026-01-01,1,976.26
SKU-0158,Szafka nocna Pro,Meble,2026-02-01,1,963.22
SKU-0158,Szafka nocna Pro,Meble,2026-03-01,1,944.79
SKU-0158,Szafka nocna Pro,Meble,2026-04-01,1,905.05
SKU-0158,Szafka nocna Pro,Meble,2026-05-01,1,981.37
SKU-0158,Szafka nocna Pro,Meble,2026-06-01,1,952.51
SKU-0158,Szafka nocna Pro,Meble,2026-07-01,1,924.55
SKU-0159,Szafka nocna Advanced,Meble,2024-08-01,1,829.2
SKU-0159,Szafka nocna Advanced,Meble,2024-09-01,0,877.28
SKU-0159,Szafka nocna Advanced,Meble,2024-10-01,0,813.8
SKU-0159,Szafka nocna Advanced,Meble,2024-11-01,1,876.94
SKU-0159,Szafka nocna Advanced,Meble,2024-12-01,0,826.65
SKU-0159,Szafka nocna Advanced,Meble,2025-01-01,0,828.31
SKU-0159,Szafka nocna Advanced,Meble,2025-02-01,0,847.03
SKU-0159,Szafka nocna Advanced,Meble,2025-03-01,2,857.01
SKU-0159,Szafka nocna Advanced,Meble,2025-04-01,0,857.44
SKU-0159,Szafka nocna Advanced,Meble,2025-05-01,2,864.64
SKU-0159,Szafka nocna Advanced,Meble,2025-06-01,2,842.35
SKU-0159,Szafka nocna Advanced,Meble,2025-07-01,0,855.34
SKU-0159,Szafka nocna Advanced,Meble,2025-08-01,0,842.21
SKU-0159,Szafka nocna Advanced,Meble,2025-09-01,0,811.17
SKU-0159,Szafka nocna Advanced,Meble,2025-10-01,2,864.66
SKU-0159,Szafka nocna Advanced,Meble,2025-11-01,0,833.23
SKU-0159,Szafka nocna Advanced,Meble,2025-12-01,1,890.72
SKU-0159,Szafka nocna Advanced,Meble,2026-01-01,2,876.64
SKU-0159,Szafka nocna Advanced,Meble,2026-02-01,1,866.83
SKU-0159,Szafka nocna Advanced,Meble,2026-03-01,1,855.49
SKU-0159,Szafka nocna Advanced,Meble,2026-04-01,0,838.48
SKU-0159,Szafka nocna Advanced,Meble,2026-05-01,2,834.74
SKU-0159,Szafka nocna Advanced,Meble,2026-06-01,2,845.5
SKU-0159,Szafka nocna Advanced,Meble,2026-07-01,1,880.16
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2024-08-01,4,177.98
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2024-09-01,6,187.99
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2024-10-01,5,184.39
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2024-11-01,4,172.58
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2024-12-01,7,185.74
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2025-01-01,8,179.89
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2025-02-01,6,189.13
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2025-03-01,6,186.98
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2025-04-01,3,176.41
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2025-05-01,2,176.46
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2025-06-01,2,189.92
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2025-07-01,3,178.93
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2025-08-01,3,178.97
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2025-09-01,5,186.92
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2025-10-01,6,173.12
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2025-11-01,7,184.52
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2025-12-01,8,186.84
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2026-01-01,6,182.74
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2026-02-01,6,172.28
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2026-03-01,5,185.88
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2026-04-01,4,174.25
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2026-05-01,3,188.48
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2026-06-01,2,173.62
SKU-0160,Żarówka LED E27 Advanced,Oświetlenie,2026-07-01,2,181.54
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2024-08-01,0,238.22
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2024-09-01,0,229.24
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2024-10-01,1,236.7
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2024-11-01,1,227.45
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2024-12-01,3,248.87
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2025-01-01,4,246.77
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2025-02-01,4,228.08
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2025-03-01,3,228.09
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2025-04-01,4,231.57
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2025-05-01,2,245.09
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2025-06-01,1,235.05
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2025-07-01,1,244.29
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2025-08-01,0,243.38
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2025-09-01,0,242.28
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2025-10-01,1,227.84
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2025-11-01,2,227.3
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2025-12-01,3,235.55
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2026-01-01,3,246.34
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2026-02-01,3,226.78
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2026-03-01,4,233.37
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2026-04-01,3,230.71
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2026-05-01,2,241.07
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2026-06-01,1,228.7
SKU-0161,Samochodzik zdalnie sterowany,Zabawki,2026-07-01,1,247.79
SKU-0162,Szampon do włosów Mini,Kosmetyki,2024-08-01,14,85.84
SKU-0162,Szampon do włosów Mini,Kosmetyki,2024-09-01,14,83.27
SKU-0162,Szampon do włosów Mini,Kosmetyki,2024-10-01,9,81.26
SKU-0162,Szampon do włosów Mini,Kosmetyki,2024-11-01,5,80.43
SKU-0162,Szampon do włosów Mini,Kosmetyki,2024-12-01,4,81.44
SKU-0162,Szampon do włosów Mini,Kosmetyki,2025-01-01,1,84.32
SKU-0162,Szampon do włosów Mini,Kosmetyki,2025-02-01,0,84.89
SKU-0162,Szampon do włosów Mini,Kosmetyki,2025-03-01,1,78.69
SKU-0162,Szampon do włosów Mini,Kosmetyki,2025-04-01,2,81.38
SKU-0162,Szampon do włosów Mini,Kosmetyki,2025-05-01,7,78.61
SKU-0162,Szampon do włosów Mini,Kosmetyki,2025-06-01,11,79.61
SKU-0162,Szampon do włosów Mini,Kosmetyki,2025-07-01,12,78.13
SKU-0162,Szampon do włosów Mini,Kosmetyki,2025-08-01,18,83.25
SKU-0162,Szampon do włosów Mini,Kosmetyki,2025-09-01,15,85.34
